Symbol,Description,Price,Price - Currency,"Price change %, 1 month","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
AMBUJACEM,Ambuja Cements Limited,383.8,INR,-4.325065436868993,1180134,0.9246933735847921,959139415527,INR,21.72510217251022,17.6662,INR,0.8333238205043367,0.518134715025907,Non-energy minerals,Buy
ANGELONE,Angel One Limited,288,INR,0.3834088532589832,2892227,0.8737928548992019,266076030444.99997,INR,26.063348416289593,11.05,INR,2.3053420979538983,0.944692545517004,Finance,Buy
APLAPOLLO,APL Apollo Tubes Limited,2214.7,INR,-0.3912926149141078,339098,0.5933160825650303,606405982178,INR,50.03422669139724,44.2637,INR,53.38131440887639,0.263278388278388,Non-energy minerals,Strong buy
APOLLOHOSP,Apollo Hospitals Enterprise Limited,8889,INR,-0.10675956621902569,438457,1.5039832881979758,1279683409119,INR,61.19679703027895,145.2527,INR,32.730263308188924,0.224719101123596,Health services,Strong buy
ASHOKLEY,Ashok Leyland Limited,159.08,INR,-9.428376224094725,10274172,0.8651155893888657,924544661219,INR,26.868444609590085,5.9207,INR,8.451632993240898,2.22363405336722,Producer manufacturing,Buy
ASIANPAINT,Asian Paints Ltd.,2444,INR,-7.898703647874582,426982,0.8272198178451042,2300731826191,INR,49.19484702093398,49.68,INR,32.43903219270838,1.14650212624031,Process industries,Buy
ASTRAL,Astral Limited,1399,INR,-8.093548810931548,358868,0.5791633031100082,373746070671,INR,65.30547464336395,21.4224,INR,18.81530782029949,0.287521564117309,Producer manufacturing,Buy
AUBANK,AU Small Finance Bank Limited,1018,INR,-6.278770023936664,2524193,2.058532052661118,750989746094,INR,26.88143649326644,37.87,INR,29.42583732057415,0.1,Finance,Buy
AUROPHARMA,Aurobindo Pharma Ltd,1712,INR,-0.29120559114735,624705,0.8044431899220154,989649934082,INR,26.7487461525241,64.003,INR,9.609380753152408,0.232558139534884,Health technology,Buy
AXISBANK,Axis Bank Limited,1222.4,INR,-5.969230769230762,6923162,1.3883666342013476,3694161087524,INR,13.745642640278872,88.93,INR,-0.6146624944121559,0.0842815002107038,Finance,Strong buy
BAJAJFINSV,Bajaj Finserv Limited,1771,INR,-12.370113805047007,1419352,2.136814981154323,2837250741821,INR,28.115573900619147,62.99,INR,6.402027027027025,0.0734048560135517,Finance,Buy
BAJAJHLDNG,Bajaj Holdings & Investment Limited.,10940,INR,-6.046032291308828,41708,0.9722847105501796,1214434869141,INR,13.74724693787614,795.7957,INR,5.477965019776226,1.32881231671554,Finance,No rating
BAJAJ_AUTO,Bajaj Auto Limited,11281,INR,-6.999175597691673,121620,0.6690446117758893,3079176948853,INR,26.828638935891657,420.4835,INR,54.740280052256786,1.33868808567604,Consumer durables,Buy
BAJFINANCE,Bajaj Finance Limited,996.9,INR,-5.68590350047304,5467794,0.8669216698358541,6121049807274,INR,30.607921400061404,32.57,INR,16.05202209157313,0.610283273152622,Finance,Buy
BANDHANBNK,Bandhan Bank Ltd.,187.7,INR,14.801223241590208,10120013,0.5653896889512062,294839963013,INR,22.359878491869672,8.3945,INR,-34.13702198440221,0.819672131147541,Finance,Neutral
BANKBARODA,Bank of Baroda,235.26,INR,-1.3998323554065395,2493756,0.4268532068747448,1212942929820,INR,6.699224033601481,35.1175,INR,-6.666436328264112,3.62396077595395,Finance,Buy
BANKINDIA,Bank of India,137.94,INR,-2.5778656684794163,1590019,0.3432150455734487,627130012695,INR,5.331344160411851,25.8734,INR,24.12936158780266,3.37568058076225,Finance,Neutral
BDL,Bharat Dynamics Ltd.,1140,INR,-10.588235294117647,936577,0.8781994799498646,423379687500,INR,80.24156935616699,14.2071,INR,-7.132818679199643,0.445887445887446,Electronic technology,Neutral
BEL,Bharat Electronics Limited,393.55,INR,-5.042827844130771,6083441,0.6478519381296111,2872743071777,INR,46.80382945828626,8.4085,INR,11.746803816814177,0.636132315521628,Electronic technology,Strong buy
BHARATFORG,Bharat Forge Ltd,2008,INR,-4.603544111359214,549393,0.7405038671399985,956177246094,INR,135.9392876727167,14.7713,INR,-31.626697031554485,0.425,Producer manufacturing,Neutral
BHARTIARTL,Bharti Airtel Limited,1785.4,INR,-1.4625531210331695,4766200,0.8445395209482378,11170739847656,INR,37.86445652819369,47.1524,INR,-18.80047804538676,1.34003350083752,Communications,Strong buy
BHEL,Bharat Heavy Electricals Limited,418.95,INR,-5.3541172483903745,6852409,1.1080200941971095,1448538304688,INR,59.97251528121735,6.9857,INR,739.324762705755,0.336538461538462,Producer manufacturing,Neutral
BIOCON,Biocon Limited,382.15,INR,-7.245145631067966,2694397,0.7952361218465779,630081587769,INR,113.66745984533016,3.362,INR,4.892050418070637,0.129198966408269,Health technology,Neutral
BLUESTARCO,Blue Star Limited,1565,INR,6.913512774969262,570933,0.8972062809295519,313562534332,INR,63.18790022368113,24.7674,INR,-6.276749123026111,0.557377049180328,Producer manufacturing,Buy
BOSCHLTD,Bosch Limited,48250,INR,-3.5000000000000004,18852,0.8677760132569219,1408053802648,INR,60.21784507477309,801.2575,INR,-11.324573260766062,0.565599603661315,Producer manufacturing,Buy
BPCL,Bharat Petroleum Corporation Limited,308.5,INR,-4.7986421848480205,1893466,0.401504799579345,1335814651987,INR,7.693861620225006,40.0969,INR,-1.167107053418259,7.30756739201039,Energy minerals,Buy
BRITANNIA,Britannia Industries Ltd,4937.5,INR,-5.952380952380952,107642,0.46598611331771705,1187480725861,INR,45.66942826038095,108.1139,INR,18.70317262338712,1.83569979716024,Consumer non-durables,Buy
BSE,BSE Ltd.,3191.5,INR,-2.7574649603900063,4501619,1.2314046132397538,1296758806167,INR,45.960210539958666,69.4405,INR,76.23374151386332,0.314090081035241,Finance,Buy
CAMS,Computer Age Management Services Ltd,707.35,INR,-9.546035805626596,763343,0.6381015354367569,176526095287,INR,35.584565851695345,19.878,INR,4.588024834262864,1.80129468055165,Technology services,Strong buy
CANBK,Canara Bank,124.99,INR,-1.5051221434200242,8341932,0.6991746880406218,1141995020970,INR,5.7090525411884,21.8933,INR,7.343776813512792,3.33598093725179,Finance,Buy
CDSL,Central Depository Services (India) Limited,1318,INR,-6.024955436720143,1248040,1.1510051974334883,275880000000,INR,60.39084515109166,21.8245,INR,-13.38831102345018,0.965909090909091,Finance,Neutral
CGPOWER,CG Power & Industrial Solutions Ltd,886,INR,-3.2751091703056767,964372,0.4204602673784579,1395848656738,INR,111.62345352382391,7.9374,INR,21.12620173966123,0.146726862302483,Producer manufacturing,Buy
CHOLAFIN,Cholamandalam Investment and Finance Co. Ltd.,1662.7,INR,-10.482394745342955,2878656,1.6237218290222475,1436538976685,INR,24.56708037825059,67.68,INR,28.08478425435277,0.118906064209275,Finance,Buy
CIPLA,Cipla Ltd,1399.7,INR,-0.6741413567981833,1166527,1.0947379188636386,1134233277100,INR,33.565947242206235,41.7,INR,-37.509366102202904,0.925925925925926,Health technology,Buy
COALINDIA,Coal India Ltd.,426.1,INR,6.060983198506539,4798343,0.7001924968544663,2600055123128,INR,8.415659723730936,50.6318,INR,-5.85069786642171,6.28110926759896,Energy minerals,Buy
COCHINSHIP,Cochin Shipyard Limited,1377,INR,-8.80794701986755,421803,0.2727217358065446,359631426300,INR,53.263089491273675,25.8528,INR,-19.12052708308567,0.713240673006584,Producer manufacturing,Neutral
COFORGE,Coforge Limited,1784,INR,-10.139525512516997,803153,0.3476579202554532,791941857056,INR,36.53491705918493,48.83,INR,65.3572637995259,0.671140939597315,Technology services,Buy
COLPAL,Colgate-Palmolive (India) Limited,1855.8,INR,-2.2027824620573333,359623,0.7013830365485737,505036503408,INR,37.450810243577585,49.553,INR,-3.278192553554881,2.5850230228613,Consumer non-durables,Neutral
CONCOR,Container Corporation of India Limited,461.5,INR,-9.845672983004489,704143,0.5189638720462577,354913950684,INR,28.269352101977937,16.3251,INR,-4.145357610489044,1.84549356223176,Transportation,Buy
CROMPTON,Crompton Greaves Consumer Electricals Ltd.,218.6,INR,-7.33361593895719,1374776,0.6953939664263719,141757851609,INR,,-3.4783,INR,-142.5292837404935,1.36270724506019,Producer manufacturing,Strong buy
CUMMINSIND,Cummins India Limited,4945,INR,-3.1341821743388834,337303,0.935366552000014,1375327860565,INR,57.90737162597342,85.395,INR,10.550987832206392,1.33024287009977,Producer manufacturing,Buy
DABUR,Dabur India Limited,385.6,INR,1.2073490813648353,690022,0.2820570393531009,683239539759,INR,34.73154211289553,11.1023,INR,10.801397205588824,2.14202258860184,Consumer non-durables,Buy
DALBHARAT,Dalmia Bharat Ltd.,1700.2,INR,-8.40426678159681,254282,2.958311955893251,322679074899,INR,34.17995842597693,49.7426,INR,-0.21524616899932614,0.523149359142035,Non-energy minerals,Buy
DELHIVERY,Delhivery Limited,422.7,INR,-7.343270495396756,3334319,1.2218156855205131,319424181875,INR,347.61513157894734,1.216,INR,-53.58778625954199,0,Transportation,Buy
DIVISLAB,Divi's Laboratories Limited,9619.5,INR,1.6108587725784305,388859,0.758032797878454,2551949333557,INR,87.30515281464842,110.1825,INR,26.842939585772452,0.312077395194008,Health technology,Neutral
DIXON,Dixon Technologies (India) Ltd.,13390,INR,-9.831649831649832,276046,0.7612877960529945,810510259628,INR,43.425200821284385,308.3463,INR,56.2261965621211,0.060377358490566,Electronic technology,Buy
DLF,DLF Limited,683,INR,-1.1648940018811889,3573018,1.0475971444281746,1660191468986,INR,38.02683592227604,17.961,INR,-0.8643528944231078,1.19278365886387,Finance,Strong buy
DMART,Avenue Supermarts Ltd.,3834.2,INR,-1.687179487179492,297635,0.5748933646062241,2469859789112,INR,81.73523768919208,46.91,INR,13.008913514815704,0,Retail trade,Neutral
DRREDDY,Dr. Reddy's Laboratories Ltd.,1201,INR,4.036729036729029,1001238,0.4990347642374503,1001457898346,INR,30.266755711243555,39.6805,INR,-41.71420933265961,0.666444518493835,Health technology,Neutral
EICHERMOT,Eicher Motors Limited,7360,INR,-7.462123593386559,201194,0.6407690987211944,2018915094405,INR,35.035940400818774,210.07,INR,19.26308618144658,1.1149939491182,Consumer durables,Buy
ETERNAL,Eternal Limited,335,INR,2.1030173727522024,24508361,1.3375308268672457,3242517796875,INR,708.8446889547185,0.4726,INR,42.178098676293644,0,Transportation,Strong buy
FEDERALBNK,Federal Bank Ltd. (India),322,INR,-9.728062797869356,6128694,1.109070364789991,805025730469,INR,17.228464419475653,18.69,INR,14.38188494492045,0.364741641337386,Finance,Buy
FORCEMOT,Force Motors Limited,17388,INR,-0.7874015748031495,64737,0.8872591412896144,227224636497,INR,18.301474159114203,950.0874,INR,45.3336139798687,0.231951290229052,Consumer durables,No rating
FORTIS,Fortis Healthcare Ltd.,837.85,INR,-7.613849376998562,2433292,2.337544090272747,663419456635,INR,60.363397958227964,13.8801,INR,20.65140860373947,0.113798008534851,Health services,Strong buy
GAIL,GAIL (India) Limited,172.7,INR,-2.7042253521126822,5454851,1.0066598968554203,1142094782083,INR,11.494711900055243,15.0243,INR,-15.103519200777516,3.45423143350605,Utilities,Buy
GLENMARK,Glenmark Pharmaceuticals Limited,2380,INR,-4.032258064516129,785299,1.872604991680215,689192719666,INR,37.366332934026445,63.6937,INR,138.47369228983598,0.204750204750205,Health technology,Strong buy
GMRAIRPORT,GMR Airports Ltd,97.95,INR,4.61390579942327,10108888,0.7902313471871611,1031611882523,INR,257.55982119379433,0.3803,INR,,0,Transportation,Strong buy
GODFRYPHLP,Godfrey Phillips India Ltd.,1970.4,INR,-6.385404789053596,68917,0.40554225984903897,307908005585,INR,22.464557099126115,87.7115,INR,14.032624395621824,2.53292806484296,Consumer non-durables,No rating
GODREJCP,Godrej Consumer Products Limited,880,INR,-2.3632530788860486,288234,0.3189145702978188,894880162720,INR,47.05479745048552,18.7016,INR,3.1920587537452105,2.28702115494568,Consumer non-durables,Buy
GODREJPROP,Godrej Properties Limited,1700.1,INR,-15.615228073658615,273610,0.3371017284333314,503409714540,INR,32.004653579415816,53.1204,INR,5.165795241046023,0.598372426998564,Finance,Buy
GRASIM,Grasim Industries Ltd.,3191,INR,-5.339661821417977,773413,1.1129940518994184,2159482137207,INR,38.05605247465713,83.85,INR,34.86062793424398,0.315159155373464,Non-energy minerals,Strong buy
GVT&D,GE Vernova T&D India Limited,4280,INR,-3.716368217403038,325045,0.5355883810218369,1098695700165,INR,83.9727755552896,50.9689,INR,70.59577601499481,0.233045910044279,Producer manufacturing,Strong buy
HAL,Hindustan Aeronautics Limited,4800,INR,-0.03332222592469934,384467,0.5856342330990798,3195072679138,INR,34.43844880616965,139.3791,INR,12.159999227476712,0.941915227629513,Electronic technology,Buy
HAVELLS,Havells India Limited,1096.5,INR,-11.863998070894615,308307,0.46506916596573133,684669755249,INR,42.131755393748435,26.0255,INR,15.580020695198812,0.916590284142988,Producer manufacturing,Buy
HCLTECH,HCL Technologies Limited,1258,INR,-4.13046791647615,1568243,0.6219259983082109,3378105857625,INR,19.57166371587794,64.2766,INR,2.694679661287743,4.81985781419448,Technology services,Neutral
HDFCAMC,HDFC Asset Management Co. Ltd.,2378,INR,-9.30933221463712,363424,0.6433774910642999,1022713081512,INR,34.695068573096,68.54,INR,12.934585598945475,2.26415094339623,Finance,Strong buy
HDFCBANK,HDFC Bank Limited,735.6,INR,3.751763046544432,19853034,0.6183448387489738,11245687213289,INR,14.372801875732709,51.18,INR,11.34558903513542,1.78216464459524,Finance,Strong buy
HDFCLIFE,HDFC Life Insurance Co. Ltd.,531,INR,-2.27293641299347,4285606,0.7573537887844395,1146366697634,INR,58.0327868852459,9.15,INR,4.847026469577174,0.397991092580309,Finance,Strong buy
HEROMOTOCO,Hero Motocorp Limited,5360,INR,-1.651376146788991,299598,0.6331310653452257,1056945702728,INR,19.70008820935019,272.08,INR,8.15280041340382,3.50312440825601,Consumer durables,Buy
HINDALCO,Hindalco Industries Limited,977,INR,-3.7864985966812785,2469481,0.6201522841543279,2209023710938,INR,13.254646587979922,73.71,INR,-3.1533307055577526,0.508646998982706,Non-energy minerals,Buy
HINDPETRO,Hindustan Petroleum Corporation Limited,351,INR,-4.032809295967191,4957719,1.3643883859474115,746759335777,INR,44.68775860971418,7.8545,INR,-83.63509459121593,6.90981621313578,Energy minerals,Neutral
HINDUNILVR,Hindustan Unilever Limited,1942.9,INR,-1.245298363322151,732074,0.5979304549758137,4541759999512,INR,30.52771833234345,63.6438,INR,38.524122740193526,2.12105535437144,Consumer non-durables,Buy
HINDZINC,Hindustan Zinc Limited,588.95,INR,-1.0916113863464605,3349241,0.7824207542951143,2480262163574,INR,14.580785399161224,40.3922,INR,66.63723823825477,1.87393526405451,Non-energy minerals,Buy
HYUNDAI,Hyundai Motor India Limited,2115,INR,-4.081632653061225,1546794,2.75337836635098,1675459825928,INR,34.71128092011974,60.9312,INR,-10.305995822311333,1.0184287099903,Consumer durables,Buy
ICICIBANK,ICICI Bank Limited,1326.8,INR,-8.748280605226963,10841310,1.3840148897922306,9561710619141,INR,17.15098241985522,77.36,INR,7.369882026370579,0.900900900900901,Finance,Strong buy
ICICIGI,ICICI Lombard General Insurance Co. Ltd.,1553.7,INR,-0.8424277235305409,850179,0.88532913407736,787082890786,INR,32.09460855195208,48.41,INR,-9.480179506357517,0.856925225339596,Finance,Buy
ICICIPRULI,ICICI Prudential Life Insurance Co. Ltd.,463,INR,-10.453534474422195,1121971,0.5593439095271243,674091959900,INR,41.93840579710145,11.04,INR,35.128518971848216,0.355220667384284,Finance,Strong buy
IDEA,Vodafone Idea Ltd,14.26,INR,-0.48848569434752465,309260435,0.7520123427816926,1527636781955,INR,4.130340333091962,3.4525,INR,,0,Communications,Neutral
IDFCFIRSTB,IDFC First Bank Ltd.,83.8,INR,-2.524136326625569,20425204,0.8339781951729244,722195179591,INR,32.30033919210607,2.5944,INR,48.72735611098371,0.29847182425979,Finance,Buy
IEX,Indian Energy Exchange Ltd.,112.7,INR,-6.473029045643151,2079348,0.6385031642531971,99735832618,INR,19.78234158328945,5.697,INR,11.96053769357755,3.12919088064372,Finance,Neutral
INDHOTEL,Indian Hotels Co. Ltd.,726.8,INR,-1.5042688711207512,1538596,0.8996401605416908,1036970394836,INR,48.210353153439996,15.0756,INR,9.733302276829901,0.446122168840082,Consumer services,Strong buy
INDIANB,Indian Bank,832,INR,-7.426981919332406,1035590,1.182292251173085,1113939219116,INR,8.765857826636196,94.9137,INR,16.568087306597373,2.20677146311971,Finance,Strong buy
INDIGO,InterGlobe Aviation Ltd,4940,INR,-5.61711883836454,408716,0.5973384622242424,1890799651794,INR,,-124.338,INR,-171.76382315595058,0.204498977505113,Transportation,Buy
INDUSINDBK,IndusInd Bank Ltd.,912.2,INR,-10.269525870548886,1426025,0.5283856112819689,716965156471,INR,53.92878468096176,16.9149,INR,30.708837870627235,0.163008041730059,Finance,Neutral
INDUSTOWER,Indus Towers Limited,374.65,INR,-3.6394032921810786,2952516,0.5819110505738567,1002323291016,INR,13.810861423220974,27.1272,INR,-26.28858836092703,3.68421052631579,Finance,Buy
INFY,Infosys Limited,1000.2,INR,-11.783383312753564,10240700,1.1225854497701686,4095162237836,INR,13.510665888607925,74.0304,INR,12.70552700168076,4.75671390347835,Technology services,Buy
INOXWIND,Inox Wind Ltd.,74.75,INR,6.224243285490969,11031367,1.1409092621229957,158446497826,INR,37.51191850253425,1.9927,INR,-40.7093338093963,0,Producer manufacturing,Strong buy
IOC,Indian Oil Corp. Ltd.,135.7,INR,-2.465320204125643,7769991,0.9083237481881433,1917664201688,INR,5.553350221192763,24.4357,INR,99.32215279703739,6.07511045655376,Energy minerals,Buy
IREDA,Indian Renewable Energy Development Agency Ltd.,113.22,INR,-2.815450643776825,13343910,3.9916346212982905,309015432129,INR,16.180989266982035,6.9971,INR,20.620938130290114,0.545454545454545,Finance,Neutral
IRFC,Indian Railway Finance Corp. Ltd.,79.95,INR,-4.067674586033118,4701461,0.6084944353456777,1044173638105,INR,14.530287334387438,5.5023,INR,7.793123714369678,0,Finance,Strong sell
ITC,ITC Limited,269,INR,5.283757338551859,6240148,0.5194234283643684,3355475527322,INR,16.983073746945887,15.8393,INR,-43.17943750896829,5.41448842419716,Consumer non-durables,Buy
JINDALSTEL,Jindal Steel Limited,1164.8,INR,-2.3556039902758097,423334,0.5761663232584616,1177538713462,INR,43.60570677707855,26.7121,INR,-8.765164763101813,0.173257677480833,Non-energy minerals,Buy
JIOFIN,Jio Financial Services Limited,227,INR,-5.945721980526204,7741336,0.6833120229441646,1512119426758,INR,70.58677197674056,3.2159,INR,25.758642264977322,0.262008733624454,Finance,Strong buy
JSWENERGY,JSW Energy Limited,506.55,INR,-2.661414296694844,1916836,1.292630271122219,935442940863,INR,45.721222843010715,11.0791,INR,-10.865909877149086,0.392003136025088,Utilities,Buy
JSWSTEEL,JSW Steel Limited,1277,INR,-2.3476332492161847,1032391,0.7787803291529759,3126024097434,INR,12.599901332017762,101.35,INR,411.822157581634,0.555425174059297,Non-energy minerals,Buy
JUBLFOOD,Jubilant Foodworks Limited,484.55,INR,-2.3084677419354818,945073,0.8714495438798124,314680178932,INR,73.43113037416461,6.5987,INR,75.87153518123668,0.251625078632837,Consumer services,Buy
KALYANKJIL,Kalyan Jewellers India Ltd.,573,INR,-4.658901830282862,2831344,0.5298198140998145,592385934943,INR,41.2993808696655,13.8743,INR,78.63368911663599,0.261506276150628,Retail trade,Strong buy
KAYNES,Kaynes Technology India Ltd.,3650,INR,-0.9497964721845319,1327893,1.124362573490593,235023492401,INR,71.70641625083493,50.902,INR,3.7123064384678135,0,Electronic technology,Neutral
KEI,KEI Industries Limited,4673.5,INR,-18.584394543839174,140880,0.27919260068264257,447410777893,INR,44.84694367143268,104.21,INR,31.678038918372497,0.0961538461538462,Producer manufacturing,Buy
KFINTECH,Kfin Technologies Limited,888.8,INR,-8.371134020618562,436454,0.8663757004934197,155230491349,INR,45.13966480446927,19.69,INR,-0.2027369488089161,1.33637730385879,Technology services,Buy
KOTAKBANK,Kotak Mahindra Bank Limited,404,INR,-3.671912255603237,18175573,1.6698002186299032,4031784956694,INR,19.797807539828383,20.4063,INR,5.9319130380614284,0.160375030841352,Finance,Buy
KPITTECH,KPIT Technologies Limited,519.4,INR,-11.213675213675216,1244484,0.6927706986903598,141691215731,INR,24.407894736842103,21.28,INR,-27.86440677966101,1.45109799748476,Technology services,Neutral
LAURUSLABS,Laurus Labs Ltd.,2007,INR,4.804177545691906,1442142,0.7810143174747798,1094807584763,INR,99.19732705956783,20.2324,INR,114.56265377110373,0.0987045033929673,Health technology,Neutral
LICHSGFIN,LIC Housing Finance Ltd,566,INR,5.126300148588415,1070523,0.2731748959782309,310400537572,INR,5.425233855376302,104.3273,INR,4.342638367840071,1.77210703526493,Finance,Neutral
LICI,Life Insurance Corp. of India,409.05,INR,-2.141148325358849,11594970,1.4323768152751677,5135898017578,INR,8.61259432691012,47.4944,INR,23.284584754517933,2.46305418719212,Finance,Strong buy
LODHA,Lodha Developers Ltd.,1165,INR,-2.80327048222926,818279,0.41940698133983134,1154232091370,INR,28.276699029126213,41.2,INR,39.001349527665326,0.367965367965368,Finance,Strong buy
LT,Larsen & Toubro Limited,3876.2,INR,-4.170684071299668,1230579,0.8651234361551383,5290316350098,INR,32.154292824554126,120.55,INR,4.526142374057053,0.988296488946684,Industrial services,Buy
LTF,L&T Finance Ltd,284,INR,-11.526479750778815,6184736,0.8903758199941135,709297768555,INR,22.415153906866614,12.67,INR,19.303201506591343,0.971731448763251,Finance,Buy
LTM,LTM Limited,4083,INR,-10.066079295154184,302018,0.7034050460947393,1197652992748,INR,23.160701117476886,176.29,INR,10.818456122705543,1.85751612943172,Technology services,Neutral
LUPIN,Lupin Limited,2092,INR,-4.405044781575585,431672,0.6575162855124855,959343793457,INR,17.327921808995278,120.73,INR,49.38134125216532,0.857959961868446,Health technology,Neutral
M&M,Mahindra & Mahindra Ltd.,3035,INR,-7.5258988421694095,2080300,1.0330655977039058,3687063279419,INR,18.4756802824618,164.27,INR,34.44917335079391,1.11298482293423,Consumer durables,Strong buy
MANAPPURAM,Manappuram Finance Limited,334,INR,-1.7935901205527853,4493331,1.2256154786368703,305284239197,INR,20.483634557240716,16.3057,INR,72.53613527183461,0.769230769230769,Finance,Buy
MANKIND,Mankind Pharma Ltd.,2474.9,INR,2.3024140211640325,333769,0.5970030453918281,1022286634827,INR,50.07891541885876,49.42,INR,6.279569892473122,0.0404040404040404,Health technology,Buy
MARICO,Marico Limited,819,INR,-0.12195121951219512,459905,0.2628879877843871,1067974846391.0001,INR,56.32582322357019,14.5404,INR,12.923743622003212,0.486973459946433,Consumer non-durables,Buy
MARUTI,Maruti Suzuki India Limited,12065,INR,-10.93969144460028,283642,0.796433092117603,3777027839804,INR,26.463422899535722,455.9123,INR,-1.368622179108366,1.1653701923277,Consumer durables,Buy
MAXHEALTH,Max Healthcare Institute Ltd,1014,INR,-2.6964782650417343,1900715,1.0293869317254365,1019542478180,INR,68.00804828973843,14.91,INR,27.109974424552423,0.190930787589499,Health services,Buy
MAZDOCK,Mazagon Dock Shipbuilders Ltd.,2199.6,INR,-11.30645161290323,426521,0.6353393028950532,889452910767,INR,31.04692325498676,70.8476,INR,31.72493934126003,0.821768707482993,Producer manufacturing,Neutral
MCX,Multi Commodity Exchange of India Limited,3324.9,INR,-2.208823529411762,2386852,1.2456418099008728,873602032013,INR,54.88608113149615,60.5782,INR,136.36030215063832,0.233508464681845,Finance,Buy
MFSL,Max Financial Services Limited,1458,INR,-7.316763079270225,3617694,2.190845970622013,484196031586,INR,455.52535382885,3.2007,INR,-59.23090640444286,0,Finance,Strong buy
MOTHERSON,Samvardhana Motherson International Limited,165.71,INR,-2.911881884227794,14239797,1.270807334883228,1718203791974,INR,39.88110996125244,4.1551,INR,32.06305819534055,0.368550368550369,Producer manufacturing,Buy
MOTILALOFS,Motilal Oswal Financial Services Limited,1029,INR,-1.3328219388244404,866039,1.0919014317133406,613830761963,INR,31.883842421312906,32.2734,INR,-29.409680375683784,0.589390962671906,Finance,Strong buy
MPHASIS,Mphasis Limited,2234,INR,-7.96737249732224,197680,0.49801642436400745,429846079768,INR,22.348939575830332,99.96,INR,9.677419354838703,2.75420905335169,Technology services,Buy
MUTHOOTFIN,Muthoot Finance Ltd,2835,INR,-4.80507706255666,312523,0.513919957060831,1138163127594,INR,10.007409365876182,283.2901,INR,84.78855875542219,1.05820105820106,Finance,Neutral
NATIONALUM,National Aluminium Co. Ltd.,358.7,INR,-5.976408912188732,1869148,0.4532839922616478,655677521851,INR,9.75903057212895,36.7557,INR,17.83316769788092,3.22128851540616,Non-energy minerals,Buy
NAUKRI,Info Edge India Ltd.,1254.8,INR,-4.432597105864436,1135428,0.7999662943070633,788479515625,INR,51.70168932838896,24.27,INR,53.70487650411654,0.690789473684211,Technology services,Strong buy
NBCC,NBCC (INDIA) LIMITED,82.86,INR,-3.874709976798148,3865127,0.7670459850689122,222750000000,INR,30.121051292304337,2.7509,INR,30.61583020749252,1.13939393939394,Industrial services,Strong buy
NESTLEIND,Nestle India Ltd.,1362.6,INR,-8.947544269963254,382857,0.31102343238648056,2609298584145,INR,68.94248721179096,19.7643,INR,22.64231728657059,0.886819643055094,Consumer non-durables,Buy
NHPC,NHPC Limited,76,INR,-0.9384775808133458,6481994,0.6198282079794647,763422597656,INR,20.10794793099799,3.7796,INR,24.120718531411107,2.11842105263158,Utilities,Neutral
